"","word","Volume 2 (1843-1858)","Volume 7 (1863-1865)","sum_word_counts"
"2051","owing",2,4,6
"2052","owner",6,0,6
"2053","palmer",6,0,6
"2054","pardoned",0,6,6
"2055","passion",5,1,6
"2056","pensacola",0,6,6
"2057","pensioners",0,6,6
"2058","pensions",0,6,6
"2059","perform",2,4,6
"2060","perpetuate",3,3,6
"2061","petitioners",6,0,6
"2062","pilot",6,0,6
"2063","plans",1,5,6
"2064","politically",6,0,6
"2065","polls",2,4,6
"2066","postal",0,6,6
"2067","practicable",2,4,6
"2068","pray",3,3,6
"2069","preparing",4,2,6
"2070","pretend",4,2,6
"2071","proclamations",0,6,6
"2072","profit",3,3,6
"2073","prospective",4,2,6
"2074","proves",3,3,6
"2075","provinces",0,6,6
"2076","punishment",2,4,6
"2077","putting",2,4,6
"2078","raise",3,3,6
"2079","ranks",3,3,6
"2080","regiments",0,6,6
"2081","region",2,4,6
"2082","registered",5,1,6
"2083","relieve",3,3,6
"2084","remarkable",2,4,6
"2085","removal",4,2,6
"2086","replied",5,1,6
"2087","reports",1,5,6
"2088","represented",3,3,6
"2089","resigned",2,4,6
"2090","resist",4,2,6
"2091","restored",3,3,6
"2092","review",3,3,6
"2093","sacrifice",4,2,6
"2094","saved",5,1,6
"2095","seaboard",3,3,6
"2096","servants",6,0,6
"2097","settle",5,1,6
"2098","settlements",4,2,6
"2099","shot",0,6,6
"2100","silent",5,1,6
"2101","singular",6,0,6
"2102","situated",3,3,6
"2103","slightest",5,1,6
"2104","social",3,3,6
"2105","specially",0,6,6
"2106","staff",0,6,6
"2107","stanley",0,6,6
"2108","started",1,5,6
"2109","statements",4,2,6
"2110","statesmen",5,1,6
"2111","statistics",6,0,6
"2112","steamboat",5,1,6
"2113","stipulated",3,3,6
"2114","strictly",4,2,6
"2115","stronger",4,2,6
"2116","sufficiently",2,4,6
"2117","supposing",5,1,6
"2118","suppression",1,5,6
"2119","suspicion",6,0,6
"2120","sustaining",1,5,6
"2121","tariff",6,0,6
"2122","tax",1,5,6
"2123","temporarily",2,4,6
"2124","terrible",2,4,6
"2125","thanksgiving",0,6,6
"2126","thirtieth",2,4,6
"2127","throw",5,1,6
"2128","tone",3,3,6
"2129","towns",3,3,6
"2130","twelfth",1,5,6
"2131","unanimous",3,3,6
"2132","utterly",4,2,6
"2133","verbal",0,6,6
"2134","vigorous",4,2,6
"2135","vital",2,4,6
"2136","volume",3,3,6
"2137","voter",3,3,6
"2138","ward",0,6,6
"2139","wealth",0,6,6
"2140","webster",4,2,6
"2141","wednesday",1,5,6
"2142","wild",6,0,6
"2143","withdrawal",1,5,6
"2144","woe",2,4,6
"2145","wonderful",5,1,6
"2146","10.30",0,5,5
"2147","10th",1,4,5
"2148","1800",4,1,5
"2149","1812",5,0,5
"2150","1821",4,1,5
"2151","1853",5,0,5
"2152","19th",2,3,5
"2153","22d",2,3,5
"2154","28th",0,5,5
"2155","31st",3,2,5
"2156","50",5,0,5
"2157","a.d",0,5,5
"2158","abandon",2,3,5
"2159","abandoned",2,3,5
"2160","absurdity",5,0,5
"2161","abundant",0,5,5
"2162","abuse",1,4,5
"2163","acceptable",0,5,5
"2164","acquaintance",2,3,5
"2165","acquisitions",5,0,5
"2166","acting",2,3,5
"2167","adhere",3,2,5
"2168","adjust",2,3,5
"2169","administered",1,4,5
"2170","advocates",4,1,5
"2171","affect",3,2,5
"2172","agricultural",0,5,5
"2173","aided",1,4,5
"2174","amounting",2,3,5
"2175","ample",4,1,5
"2176","angle",5,0,5
"2177","annexed",4,1,5
"2178","announcement",0,5,5
"2179","appropriations",3,2,5
"2180","approving",3,2,5
"2181","arise",4,1,5
"2182","arming",0,5,5
"2183","arrayed",4,1,5
"2184","arrived",2,3,5
"2185","ascertaining",3,2,5
"2186","assail",5,0,5
"2187","assent",4,1,5
"2188","assert",5,0,5
"2189","association",1,4,5
"2190","assumes",4,1,5
"2191","auditor",5,0,5
"2192","author",5,0,5
"2193","battles",2,3,5
"2194","bearer",0,5,5
"2195","bearing",1,4,5
"2196","beautiful",4,1,5
"2197","believes",5,0,5
"2198","benjamin",3,2,5
"2199","bible",3,2,5
"2200","blame",3,2,5
"2201","blanchard",4,1,5
"2202","blessing",1,4,5
"2203","bloody",4,1,5
"2204","bloomington",5,0,5
"2205","boats",5,0,5
"2206","books",2,3,5
"2207","bow",5,0,5
"2208","breach",3,2,5
"2209","bread",2,3,5
"2210","broke",5,0,5
"2211","broken",3,2,5
"2212","brough",0,5,5
"2213","build",2,3,5
"2214","building",4,1,5
"2215","burned",3,2,5
"2216","capacity",2,3,5
"2217","card",0,5,5
"2218","carpenter",1,4,5
"2219","cass's",5,0,5
"2220","ceased",4,1,5
"2221","channel",5,0,5
"2222","charleston",4,1,5
"2223","check",4,1,5
"2224","cheerfully",1,4,5
"2225","cherished",3,2,5
"2226","chosen",4,1,5
"2227","civilization",2,3,5
"2228","claiming",4,1,5
"2229","clerks",1,4,5
"2230","closely",1,4,5
"2231","coles",5,0,5
"2232","colonies",5,0,5
"2233","commence",5,0,5
"2234","commissioner",2,3,5
"2235","commissions",0,5,5
"2236","comparatively",4,1,5
"2237","compared",3,2,5
"2238","comparison",5,0,5
"2239","compensation",3,2,5
"2240","competent",0,5,5
"2241","complain",2,3,5
"2242","completion",1,4,5
"2243","complied",1,4,5
"2244","comply",2,3,5
"2245","conclude",3,2,5
"2246","confederacy",5,0,5
"2247","confidently",3,2,5
"2248","confined",5,0,5
"2249","confusion",2,3,5
"2250","connecticut",2,3,5
"2251","consented",5,0,5
"2252","considers",5,0,5
"2253","constitutionally",2,3,5
"2254","construed",1,4,5
"2255","contending",5,0,5
"2256","convenient",2,3,5
"2257","conventions",1,4,5
"2258","corpus",0,5,5
"2259","counsel",5,0,5
"2260","cover",4,1,5
"2261","crop",5,0,5
"2262","cruel",2,3,5
"2263","currency",3,2,5
"2264","custody",1,4,5
"2265","daily",4,1,5
"2266","dare",4,1,5
"2267","daughters",3,2,5
"2268","deciding",4,1,5
"2269","decline",1,4,5
"2270","dedicated",1,4,5
"2271","deficiency",0,5,5
"2272","degrading",5,0,5
"2273","degrees",5,0,5
"2274","deserted",4,1,5
"2275","design",2,3,5
"2276","despotism",4,1,5
"2277","detriment",0,5,5
"2278","differed",3,2,5
"2279","discover",3,2,5
"2280","discriminating",0,5,5
"2281","dislike",2,3,5
"2282","dispute",4,1,5
"2283","dissatisfaction",3,2,5
"2284","disunionists",5,0,5
"2285","dix",0,5,5
"2286","domain",4,1,5
"2287","easily",5,0,5
"2288","efficiency",0,5,5
"2289","electing",5,0,5
"2290","electoral",0,5,5
"2291","embarrassments",1,4,5
"2292","embraced",5,0,5
"2293","empire",0,5,5
"2294","empowered",4,1,5
"2295","enacted",2,3,5
"2296","encourage",3,2,5
"2297","enhanced",5,0,5
"2298","enlistment",0,5,5
"2299","enrolled",0,5,5
"2300","enumerated",3,2,5
"2301","error",2,3,5
"2302","errors",0,5,5
"2303","escape",2,3,5
"2304","establishing",2,3,5
"2305","eternal",4,1,5
"2306","eulogy",4,1,5
"2307","ewing",5,0,5
"2308","excellent",3,2,5
"2309","excluding",4,1,5
"2310","exempt",0,5,5
"2311","exhausted",1,4,5
"2312","expectation",3,2,5
"2313","expressions",5,0,5
"2314","extending",4,1,5
"2315","extract",4,1,5
"2316","extracts",2,3,5
"2317","fame",4,1,5
"2318","federal",3,2,5
"2319","financial",2,3,5
"2320","fiscal",0,5,5
"2321","fix",1,4,5
"2322","flag",1,4,5
"2323","floats",5,0,5
"2324","forcibly",2,3,5
"2325","forfeited",0,5,5
"2326","forwarded",3,2,5
"2327","foundation",5,0,5
"2328","founded",3,2,5
"2329","fragment",5,0,5
"2330","frankfort",0,5,5
"2331","freed",0,5,5
"2332","fuller",3,2,5
"2333","functions",0,5,5
"2334","gain",3,2,5
"2335","gaines",2,3,5
"2336","genius",4,1,5
"2337","genuine",4,1,5
"2338","govern",5,0,5
"2339","governed",4,1,5
"2340","governs",5,0,5
"2341","granting",2,3,5
"2342","gulf",1,4,5
"2343","habeas",0,5,5
"2344","heartily",2,3,5
"2345","hitherto",1,4,5
"2346","hopes",1,4,5
"2347","hundreds",3,2,5
"2348","immense",4,1,5
"2349","immigration",0,5,5
"2350","immunities",0,5,5
"2351","implication",4,1,5
"2352","implore",0,5,5
"2353","impost",0,5,5
"2354","impress",2,3,5
"2355","inconvenient",2,3,5
"2356","increasing",2,3,5
"2357","indulged",2,3,5
"2358","industry",0,5,5
"2359","inferred",3,2,5
"2360","influential",1,4,5
"2361","insure",2,3,5
"2362","insurrectionary",0,5,5
"2363","intelligent",2,3,5
"2364","invalid",0,5,5
"2365","involve",3,2,5
"2366","iron",2,3,5
"2367","jacob",0,5,5
"2368","japan",0,5,5
"2369","jno",0,5,5
"2370","jordan",0,5,5
"2371","journal",2,3,5
"2372","jury",5,0,5
"2373","justified",3,2,5
"2374","kindly",3,2,5
"2375","laying",2,3,5
"2376","leaders",4,1,5
"2377","limit",3,2,5
"2378","list",2,3,5
"2379","loans",0,5,5
"2380","localities",2,3,5
"2381","lookout",0,5,5
"2382","loyalty",1,4,5
"2383","magnitude",0,5,5
"2384","management",3,2,5
"2385","marine",0,5,5
"2386","martin",3,2,5
"2387","mason",5,0,5
"2388","md",0,5,5
"2389","meetings",4,1,5
"2390","mercy",2,3,5
"2391","methodist",1,4,5
"2392","mile",4,1,5
"2393","militia",0,5,5
"2394","misunderstanding",0,5,5
"2395","model",5,0,5
"2396","moneys",2,3,5
"2397","mustered",0,5,5
"2398","necessities",3,2,5
"2399","nicolay",0,5,5
"2400","notified",0,5,5
"2401","obtain",2,3,5
"2402","offenses",0,5,5
"2403","oregon",2,3,5
"2404","originated",4,1,5
"2405","outrages",5,0,5
"2406","overlooked",1,4,5
"2407","overthrow",1,4,5
"2408","overwhelm",4,1,5
"2409","page",4,1,5
"2410","painful",4,1,5
"2411","pamphlet",5,0,5
"2412","parke",0,5,5
"2413","partially",2,3,5
"2414","participated",1,4,5
"2415","partisan",5,0,5
"2416","patiently",4,1,5
"2417","patronage",4,1,5
"2418","payments",3,2,5
"2419","peoria",5,0,5
"2420","perceived",4,1,5
"2421","peru",0,5,5
"2422","physical",3,2,5
"2423","plank",2,3,5
"2424","pleasant",5,0,5
"2425","pleases",4,1,5
"2426","pledged",4,1,5
"2427","porter",1,4,5
"2428","positive",4,1,5
"2429","possibility",3,2,5
"2430","postmasters",5,0,5
"2431","postponement",1,4,5
"2432","powerful",3,2,5
"2433","precinct",1,4,5
"2434","presume",0,5,5
"2435","print",2,3,5
"2436","probability",4,1,5
"2437","proceeding",1,4,5
"2438","producing",2,3,5
"2439","profoundest",0,5,5
"2440","prosecution",5,0,5
"2441","prosperous",4,1,5
"2442","prudent",1,4,5
"2443","purchasing",0,5,5
"2444","pursuant",0,5,5
"2445","pursued",2,3,5
"2446","pursuit",5,0,5
"2447","quality",5,0,5
"2448","ratification",2,3,5
"2449","ratify",2,3,5
"2450","rear",1,4,5
"2451","rebuked",5,0,5
"2452","receives",2,3,5
"2453","recommendations",1,4,5
"2454","red",4,1,5
"2455","redress",3,2,5
"2456","reflection",4,1,5
"2457","regions",3,2,5
"2458","regular",3,2,5
"2459","regulation",0,5,5
"2460","release",1,4,5
"2461","religion",1,4,5
"2462","remained",4,1,5
"2463","remembering",3,2,5
"2464","removing",3,2,5
"2465","renew",3,2,5
"2466","repair",1,4,5
"2467","repel",4,1,5
"2468","represent",3,2,5
"2469","resisted",3,2,5
"2470","resisting",1,4,5
"2471","restrain",3,2,5
"2472","results",2,3,5
"2473","resume",0,5,5
"2474","rich",3,2,5
"2475","richard",1,4,5
"2476","routes",4,1,5
"2477","ruler",1,4,5
"2478","samuel",1,4,5
"2479","sanction",3,2,5
"2480","sat",4,1,5
"2481","school",3,2,5
"2482","schuyler",2,3,5
"2483","security",3,2,5
"2484","seizure",0,5,5
"2485","sentences",2,3,5
"2486","series",5,0,5
"2487","setting",2,3,5
"2488","seventeen",5,0,5
"2489","shape",3,2,5
"2490","sheet",3,2,5
"2491","shore",4,1,5
"2492","sickles",0,5,5
"2493","signs",2,3,5
"2494","simple",4,1,5
"2495","singleton",0,5,5
"2496","slight",5,0,5
"2497","spring",3,2,5
"2498","spy",0,5,5
"2499","stake",4,1,5
"2500","starboard",5,0,5
"2501","start",3,2,5
"2502","stay",1,4,5
"2503","stipulations",1,4,5
"2504","street",3,2,5
"2505","strict",1,4,5
"2506","strive",2,3,5
"2507","succeeding",5,0,5
"2508","successive",4,1,5
"2509","successor",4,1,5
"2510","suffering",1,4,5
"2511","sugar",5,0,5
"2512","supplying",1,4,5
"2513","surprise",3,2,5
"2514","suspect",5,0,5
"2515","sword",4,1,5
"2516","systems",3,2,5
"2517","tails",5,0,5
"2518","talk",4,1,5
"2519","tear",4,1,5
"2520","tending",4,1,5
"2521","thenceforward",2,3,5
"2522","thirteen",5,0,5
"2523","thompson",4,1,5
"2524","thousands",0,5,5
"2525","thursday",0,5,5
"2526","township",0,5,5
"2527","train",1,4,5
"2528","transport",0,5,5
"2529","treason",0,5,5
"2530","treated",3,2,5
"2531","treaties",0,5,5
"2532","trusting",4,1,5
"2533","unfortunate",5,0,5
"2534","uninhabited",5,0,5
"2535","unite",2,3,5
"2536","unnecessarily",4,1,5
"2537","vicinity",0,5,5
"2538","waiting",0,5,5
"2539","warfare",3,2,5
"2540","wars",2,3,5
"2541","waters",0,5,5
"2542","welfare",0,5,5
"2543","widow",2,3,5
"2544","wills",0,5,5
"2545","win",2,3,5
"2546","withhold",3,2,5
"2547","worship",0,5,5
"2548","writ",1,4,5
"2549","wrongs",4,1,5
"2550","yard",0,5,5
"2551","11th",2,2,4
"2552","1787",4,0,4
"2553","1824",4,0,4
"2554","1835",4,0,4
"2555","1860",0,4,4
"2556","18th",0,4,4
"2557","4.30",0,4,4
"2558","6th",2,2,4
"2559","abandonment",1,3,4
"2560","abolished",4,0,4
"2561","absurd",3,1,4
"2562","accidents",4,0,4
"2563","accurately",0,4,4
"2564","acquiescence",1,3,4
"2565","acquire",4,0,4
"2566","acquiring",2,2,4
"2567","adapted",1,3,4
"2568","adding",2,2,4
"2569","adjournment",1,3,4
"2570","admiration",2,2,4
"2571","admits",3,1,4
"2572","admitting",3,1,4
"2573","advancement",2,2,4
"2574","advantages",0,4,4
"2575","advice",2,2,4
"2576","advisable",0,4,4
"2577","affected",0,4,4
"2578","affectionately",4,0,4
"2579","affirmed",4,0,4
"2580","aim",4,0,4
"2581","al",3,1,4
"2582","alas",3,1,4
"2583","alive",3,1,4
"2584","ambition",2,2,4
"2585","amicable",1,3,4
"2586","amounted",1,3,4
"2587","andrew",1,3,4
"2588","angry",4,0,4
"2589","appealed",3,1,4
"2590","appended",0,4,4
"2591","appendix",4,0,4
"2592","appointments",3,1,4
"2593","approaching",0,4,4
"2594","argued",3,1,4
"2595","arrangements",2,2,4
"2596","arsenal",0,4,4
"2597","artillery",0,4,4
"2598","assault",3,1,4
"2599","assemble",0,4,4
"2600","assign",1,3,4
"2601","assistant",1,3,4
"2602","assuming",2,2,4
"2603","assured",0,4,4
"2604","astonishment",3,1,4
"2605","attack",0,4,4
"2606","attempts",4,0,4
"2607","attending",3,1,4
"2608","auburn",0,4,4
"2609","avert",2,2,4
"2610","aye",4,0,4
"2611","banking",0,4,4
"2612","base",3,1,4
"2613","bay",0,4,4
"2614","belongs",3,1,4
"2615","beneficent",2,2,4
"2616","bias",4,0,4
"2617","birth",2,2,4
"2618","blind",3,1,4
"2619","blunder",3,1,4
"2620","bone",4,0,4
"2621","borne",1,3,4
"2622","bottom",1,3,4
"2623","boy",3,1,4
"2624","branches",4,0,4
"2625","breath",4,0,4
"2626","brethren",3,1,4
"2627","brownsville",0,4,4
"2628","buffalo",4,0,4
"2629","buoyant",4,0,4
"2630","calculated",3,1,4
"2631","calhoun",4,0,4
"2632","canby",0,4,4
"2633","cannon",3,1,4
"2634","canvass",2,2,4
"2635","capitol",2,2,4
"2636","cars",2,2,4
"2637","carson",4,0,4
"2638","causing",4,0,4
"2639","cents",4,0,4
"2640","chair",4,0,4
"2641","chapman",4,0,4
"2642","charged",0,4,4
"2643","cheap",2,2,4
"2644","cheers",1,3,4
"2645","chile",0,4,4
"2646","chooses",1,3,4
"2647","cincinnati",0,4,4
"2648","cities",2,2,4
"2649","client",4,0,4
"2650","climate",4,0,4
"2651","colfax",0,4,4
"2652","collateral",2,2,4
"2653","collecting",3,1,4
"2654","collision",3,1,4
"2655","colonists",2,2,4
"2656","colony",1,3,4
"2657","combined",3,1,4
"2658","companies",0,4,4
"2659","compel",3,1,4
"2660","compensated",3,1,4
"2661","completely",2,2,4
"2662","compose",1,3,4
"2663","concede",0,4,4
"2664","concurrence",2,2,4
"2665","confiscation",0,4,4
"2666","congratulate",1,3,4
"2667","conscientiously",4,0,4
"2668","consequent",1,3,4
"2669","consists",2,2,4
"2670","constrained",1,3,4
"2671","consultation",2,2,4
"2672","contend",4,0,4
"2673","contested",3,1,4
"2674","continually",3,1,4
"2675","contract",2,2,4
"2676","contracts",4,0,4
"2677","contradict",3,1,4
"2678","controlled",2,2,4
"2679","convenience",2,2,4
"2680","copies",1,3,4
"2681","cordial",0,4,4
"2682","corn",2,2,4
"2683","corrections",0,4,4
"2684","counsels",3,1,4
"2685","counted",3,1,4
"2686","countenance",2,2,4
"2687","counting",1,3,4
"2688","create",1,3,4
"2689","creation",1,3,4
"2690","crops",3,1,4
"2691","crushing",3,1,4
"2692","customary",2,2,4
"2693","damages",1,3,4
"2694","darkness",3,1,4
"2695","deadly",4,0,4
"2696","deception",4,0,4
"2697","declarations",1,3,4
"2698","deeds",4,0,4
"2699","deference",1,3,4
"2700","delaware",2,2,4
"2701","deliberately",1,3,4
"2702","democracy",4,0,4
"2703","democrat",4,0,4
"2704","denial",2,2,4
"2705","denounce",4,0,4
"2706","denying",1,3,4
"2707","depends",3,1,4
"2708","depot",2,2,4
"2709","deprecated",2,2,4
"2710","descendants",4,0,4
"2711","deserve",3,1,4
"2712","despise",4,0,4
"2713","details",0,4,4
"2714","detain",1,3,4
"2715","developments",1,3,4
"2716","dictated",3,1,4
"2717","diplomatic",1,3,4
"2718","discarding",2,2,4
"2719","discord",3,1,4
"2720","discouraging",1,3,4
"2721","dispatched",0,4,4
"2722","displayed",0,4,4
"2723","dissatisfied",4,0,4
"2724","dissenting",4,0,4
"2725","disturbance",0,4,4
"2726","disturbed",2,2,4
"2727","diverted",1,3,4
"2728","divisions",2,2,4
"2729","dixon",2,2,4
"2730","dominions",2,2,4
"2731","douglas's",4,0,4
"2732","drafts",2,2,4
"2733","dubois",4,0,4
"2734","duration",1,3,4
"2735","dying",4,0,4
"2736","easier",1,3,4
"2737","edgar",4,0,4
"2738","edition",3,1,4
"2739","effecting",2,2,4
"2740","effects",1,3,4
"2741","egg",2,2,4
"2742","eighteen",2,2,4
"2743","electors",3,1,4
"2744","elements",1,3,4
"2745","eleventh",0,4,4
"2746","embracing",3,1,4
"2747","emergency",0,4,4
"2748","enables",3,1,4
"2749","enactment",2,2,4
"2750","encouragement",1,3,4
"2751","endure",3,1,4
"2752","energy",0,4,4
"2753","enjoy",0,4,4
"2754","enjoyed",0,4,4
"2755","enjoying",1,3,4
"2756","enlightened",2,2,4
"2757","envoy",1,3,4
"2758","exceeding",1,3,4
"2759","excess",2,2,4
"2760","exchanged",0,4,4
"2761","exemption",0,4,4
"2762","expanded",3,1,4
"2763","expenditure",2,2,4
"2764","expired",2,2,4
"2765","explanation",1,3,4
"2766","explicit",0,4,4
"2767","exportation",0,4,4
"2768","eye",3,1,4
"2769","failure",2,2,4
"2770","faithful",1,3,4
"2771","families",1,3,4
"2772","fate",2,2,4
"2773","feature",1,3,4
"2774","features",3,1,4
"2775","feels",4,0,4
"2776","fernandina",0,4,4
"2777","fifteenth",0,4,4
"2778","figure",4,0,4
"2779","figures",4,0,4
"2780","foes",2,2,4
"2781","forbid",4,0,4
"2782","forfeiture",0,4,4
"2783","forming",4,0,4
"2784","foul",3,1,4
"2785","fourteenth",3,1,4
"2786","frame",4,0,4
"2787","framed",2,2,4
"2788","francis",0,4,4
"2789","fraud",2,2,4
"2790","freedom's",4,0,4
"2791","freely",3,1,4
"2792","freemen",4,0,4
"2793","friday",2,2,4
"2794","fruits",4,0,4
"2795","fuel",3,1,4
"2796","furnishing",0,4,4
"2797","gained",3,1,4
"2798","game",2,2,4
"2799","gang",4,0,4
"2800","garrett",0,4,4
"2801","generation",3,1,4
"2802","geographical",4,0,4
"2803","georgetown",3,1,4
"2804","glory",4,0,4
"2805","grade",0,4,4
"2806","grand",3,1,4
"2807","gratifying",0,4,4
"2808","grievance",4,0,4
"2809","grimes",2,2,4
"2810","grounds",2,2,4
"2811","grown",3,1,4
"2812","guard",1,3,4
"2813","hahn",0,4,4
"2814","hall",2,2,4
"2815","hampton",0,4,4
"2816","handed",2,2,4
"2817","happened",3,1,4
"2818","haste",4,0,4
"2819","hazard",1,3,4
"2820","helped",3,1,4
"2821","hickory",4,0,4
"2822","historical",3,1,4
"2823","hitchcock",0,4,4
"2824","hogs",4,0,4
"2825","hughes",0,4,4
"2826","huidekoper",0,4,4
"2827","humble",3,1,4
"2828","hunt",0,4,4
"2829","husband",1,3,4
"2830","ignorance",2,2,4
"2831","ii",3,1,4
"2832","illustration",1,3,4
"2833","implied",3,1,4
"2834","imprisonment",1,3,4
"2835","improper",1,3,4
"2836","improve",3,1,4
"2837","inaugural",0,4,4
"2838","inch",4,0,4
"2839","incident",1,3,4
"2840","inclination",4,0,4
"2841","inclosed",3,1,4
"2842","inclosing",1,3,4
"2843","includes",2,2,4
"2844","inconvenience",2,2,4
"2845","indemnity",4,0,4
"2846","indifference",3,1,4
"2847","indirectly",3,1,4
"2848","inflexible",0,4,4
"2849","injured",3,1,4
"2850","injury",2,2,4
"2851","injustice",3,1,4
"2852","instances",3,1,4
"2853","instantly",4,0,4
"2854","integrity",1,3,4
"2855","intending",2,2,4
"2856","intent",0,4,4
"2857","interrupted",4,0,4
"2858","intimate",1,3,4
"2859","intimation",2,2,4
"2860","invaded",3,1,4
"2861","invading",4,0,4
"2862","invited",0,4,4
"2863","ironclad",0,4,4
"2864","issues",0,4,4
"2865","jan",4,0,4
"2866","jefferson's",4,0,4
"2867","johnson's",0,4,4
"2868","joined",2,2,4
"2869","joseph",1,3,4
"2870","justify",2,2,4
"2871","king's",3,1,4
"2872","laborer",1,3,4
"2873","lash",3,1,4
"2874","lasted",1,3,4
"2875","leads",3,1,4
"2876","legally",3,1,4
"2877","legislatures",4,0,4
"2878","liberality",1,3,4
"2879","literally",2,2,4
"2880","locality",3,1,4
"2881","locos",4,0,4
"2882","logic",4,0,4
"2883","longitude",1,3,4
"2884","madam",0,4,4
"2885","maintenance",2,2,4
"2886","marching",4,0,4
"2887","marshals",0,4,4
"2888","massacre",0,4,4
"2889","masses",3,1,4
"2890","matteson",4,0,4
"2891","meaning",4,0,4
"2892","men's",1,3,4
"2893","mental",3,1,4
"2894","mineral",0,4,4
"2895","misunderstand",4,0,4
"2896","mixing",4,0,4
"2897","modifying",0,4,4
"2898","morris",4,0,4
"2899","morrison",3,1,4
"2900","municipal",4,0,4
"2901","nathan",2,2,4
"2902","nearer",3,1,4
"2903","nearest",3,1,4
"2904","neglect",2,2,4
"2905","neighbors",4,0,4
"2906","nobly",0,4,4
"2907","nominal",1,3,4
"2908","noon",0,4,4
"2909","nov",3,1,4
"2910","obligation",2,2,4
"2911","occupation",0,4,4
"2912","occupy",1,3,4
"2913","occur",1,3,4
"2914","odious",3,1,4
"2915","officially",0,4,4
"2916","operate",1,3,4
"2917","originally",3,1,4
"2918","pain",3,1,4
"2919","perils",3,1,4
"2920","perish",2,2,4
"2921","permits",2,2,4
"2922","piece",4,0,4
"2923","piers",4,0,4
"2924","pillow",0,4,4
"2925","plaintiff",4,0,4
"2926","planted",3,1,4
"2927","pm",0,4,4
"2928","portions",3,1,4
"2929","powell",1,3,4
"2930","praise",2,2,4
"2931","prejudice",4,0,4
"2932","prejudices",2,2,4
"2933","preliminary",0,4,4
"2934","prepare",4,0,4
"2935","prepossessions",4,0,4
"2936","pretended",3,1,4
"2937","pretense",3,1,4
"2938","prevailed",4,0,4
"2939","pride",2,2,4
"2940","primary",3,1,4
"2941","prisoner",1,3,4
"2942","pro",3,1,4
"2943","proclaimed",0,4,4
"2944","profound",2,2,4
"2945","prohibiting",4,0,4
"2946","project",4,0,4
"2947","proofs",1,3,4
"2948","proposal",4,0,4
"2949","proposing",2,2,4
"2950","prospect",1,3,4
"2951","proud",3,1,4
"2952","punished",1,3,4
"2953","purporting",0,4,4
"2954","quartermaster",0,4,4
"2955","quietly",2,2,4
"2956","raising",2,2,4
"2957","readily",3,1,4
"2958","receiver",4,0,4
"2959","reciprocated",1,3,4
"2960","recognizing",1,3,4
"2961","recollect",4,0,4
"2962","recollection",3,1,4
"2963","refusing",4,0,4
"2964","remainder",1,3,4
"2965","rendering",0,4,4
"2966","rent",4,0,4
"2967","repealed",3,1,4
"2968","representation",3,1,4
"2969","requesting",0,4,4
"2970","requiring",1,3,4
"2971","resided",4,0,4
"2972","resident",3,1,4
"2973","resolve",2,2,4
"2974","resort",3,1,4
"2975","respected",3,1,4
"2976","restraints",3,1,4
"2977","reunion",0,4,4
"2978","revived",3,1,4
"2979","revoked",0,4,4
"2980","revolutionized",4,0,4
"2981","ridicule",2,2,4
"2982","rough",2,2,4
"2983","rumor",2,2,4
"2984","runs",4,0,4
"2985","rush",4,0,4
"2986","russia",1,3,4
"2987","salvation",1,3,4
"2988","satisfy",1,3,4
"2989","search",3,1,4
"2990","selection",3,1,4
"2991","settlers",2,2,4
"2992","severe",3,1,4
"2993","ships",0,4,4
"2994","sketch",3,1,4
"2995","skin",3,1,4
"2996","slaveholder",4,0,4
"2997","solemn",3,1,4
"2998","sons",1,3,4
"2999","sovereignty",4,0,4
"3000","space",2,2,4
"3001","speedily",0,4,4
"3002","sphere",2,2,4
"3003","splash",4,0,4
"3004","stating",2,2,4
"3005","statute",4,0,4
"3006","stone",1,3,4
"3007","strange",2,2,4
"3008","strengthen",1,3,4
"3009","strife",2,2,4
"3010","strikes",3,1,4
"3011","strongly",3,1,4
"3012","struggled",3,1,4
"3013","study",2,2,4
"3014","subdivided",0,4,4
"3015","substitute",2,2,4
"3016","succeeded",4,0,4
"3017","successfully",1,3,4
"3018","suffer",1,3,4
"3019","suffrage",0,4,4
"3020","suggests",2,2,4
"3021","suits",2,2,4
"3022","summary",1,3,4
"3023","sumner",3,1,4
"3024","sumter",0,4,4
"3025","supervision",0,4,4
"3026","supply",0,4,4
"3027","suppressing",0,4,4
"3028","sureties",2,2,4
"3029","surpassed",4,0,4
"3030","table",0,4,4
"3031","taney",4,0,4
"3032","taxes",1,3,4
"3033","tears",4,0,4
"3034","telegraphic",1,3,4
"3035","texan",4,0,4
"3036","therefrom",0,4,4
"3037","thereon",1,3,4
"3038","therewith",0,4,4
"3039","threatened",1,3,4
"3040","throwing",3,1,4
"3041","thrust",4,0,4
"3042","tired",4,0,4
"3043","title",4,0,4
"3044","totally",2,2,4
"3045","touch",3,1,4
"3046","track",4,0,4
"3047","transmitted",0,4,4
"3048","tree",4,0,4
"3049","tuesday",1,3,4
"3050","twentieth",0,4,4
"3051","ultimately",4,0,4
"3052","unable",0,4,4
"3053","unanimity",1,3,4
"3054","uncertain",2,2,4
"3055","unchanged",1,3,4
"3056","unconstitutional",3,1,4
"3057","unconstitutionally",4,0,4
"3058","uneasiness",0,4,4
"3059","unfilled",0,4,4
"3060","unfriendly",1,3,4
"3061","uniform",2,2,4
"3062","universally",3,1,4
"3063","unlike",2,2,4
"3064","unpleasant",1,3,4
