"","word","Travel Diary","sum_word_counts","Works","distance"
"1057","kind",0,74,"Life and Times (1881)",0.837837837837838
"1058","kind",0,74,"My Bondage (1855)",-0.0810810810810811
"1059","kind",0,74,"Narrative Life (1845)",-0.0810810810810811
"1060","known",0,74,"Life and Times (1881)",0.945945945945946
"1061","known",0,74,"My Bondage (1855)",-0.027027027027027
"1062","known",0,74,"Narrative Life (1845)",-0.027027027027027
"1063","prejudice",0,74,"Life and Times (1881)",0.567567567567568
"1064","prejudice",0,74,"My Bondage (1855)",0.364864864864865
"1065","prejudice",0,74,"Narrative Life (1845)",0.0675675675675676
"1066","sentiment",0,74,"Life and Times (1881)",0.72972972972973
"1067","sentiment",0,74,"My Bondage (1855)",0.22972972972973
"1068","sentiment",0,74,"Narrative Life (1845)",0.0405405405405405
"1069","short",0,74,"Life and Times (1881)",0.337837837837838
"1070","short",0,74,"My Bondage (1855)",0.27027027027027
"1071","short",0,74,"Narrative Life (1845)",0.22972972972973
"1072","whose",0,74,"Life and Times (1881)",0.918918918918919
"1073","whose",0,74,"My Bondage (1855)",-0.0405405405405405
"1074","whose",0,74,"Narrative Life (1845)",-0.0405405405405405
"1075","bondage",0,73,"Life and Times (1881)",0.465753424657534
"1076","bondage",0,73,"My Bondage (1855)",0.424657534246575
"1077","bondage",0,73,"Narrative Life (1845)",0.0547945205479452
"1078","miss",0,73,"Life and Times (1881)",0.26027397260274
"1079","miss",0,73,"My Bondage (1855)",0.0410958904109589
"1080","miss",0,73,"Narrative Life (1845)",-0.232876712328767
"1081","sunday",0,73,"Life and Times (1881)",0.164383561643836
"1082","sunday",0,73,"My Bondage (1855)",0.0410958904109589
"1083","sunday",0,73,"Narrative Life (1845)",-0.136986301369863
"1084","supposed",0,73,"Life and Times (1881)",0.410958904109589
"1085","supposed",0,73,"My Bondage (1855)",0.36986301369863
"1086","supposed",0,73,"Narrative Life (1845)",0.0547945205479452
"1087","taken",0,73,"Life and Times (1881)",0.835616438356164
"1088","taken",0,73,"My Bondage (1855)",-0.0821917808219178
"1089","taken",0,73,"Narrative Life (1845)",-0.0821917808219178
"1090","emancipation",0,72,"Life and Times (1881)",0.708333333333333
"1091","emancipation",0,72,"My Bondage (1855)",0.194444444444444
"1092","emancipation",0,72,"Narrative Life (1845)",0.0972222222222222
"1093","laws",0,72,"Life and Times (1881)",0.5
"1094","laws",0,72,"My Bondage (1855)",0.388888888888889
"1095","laws",0,72,"Narrative Life (1845)",0
"1096","quite",0,72,"Life and Times (1881)",0.861111111111111
"1097","quite",0,72,"My Bondage (1855)",-0.0694444444444444
"1098","quite",0,72,"Narrative Life (1845)",-0.0694444444444444
"1099","things",0,72,"Life and Times (1881)",0.916666666666667
"1100","things",0,72,"My Bondage (1855)",-0.0416666666666667
"1101","things",0,72,"Narrative Life (1845)",-0.0416666666666667
"1102","always",0,71,"Life and Times (1881)",0.971830985915493
"1103","always",0,71,"My Bondage (1855)",-0.0140845070422535
"1104","always",0,71,"Narrative Life (1845)",-0.0140845070422535
"1105","bound",0,71,"Life and Times (1881)",0.507042253521127
"1106","bound",0,71,"My Bondage (1855)",0.28169014084507
"1107","bound",0,71,"Narrative Life (1845)",0.0422535211267606
"1108","farm",0,71,"Life and Times (1881)",0.366197183098592
"1109","farm",0,71,"My Bondage (1855)",0.366197183098592
"1110","farm",0,71,"Narrative Life (1845)",0.211267605633803
"1111","feet",0,71,"Life and Times (1881)",0.211267605633803
"1112","feet",0,71,"My Bondage (1855)",0.197183098591549
"1113","feet",0,71,"Narrative Life (1845)",-0.028169014084507
"1114","going",0,71,"Life and Times (1881)",0.830985915492958
"1115","going",0,71,"My Bondage (1855)",-0.0845070422535211
"1116","going",0,71,"Narrative Life (1845)",-0.0845070422535211
"1117","learned",0,71,"Life and Times (1881)",0.394366197183099
"1118","learned",0,71,"My Bondage (1855)",0.408450704225352
"1119","learned",0,71,"Narrative Life (1845)",0.0845070422535211
"1120","put",0,71,"Life and Times (1881)",1
"1121","put",0,71,"My Bondage (1855)",0
"1122","put",0,71,"Narrative Life (1845)",0
"1123","story",0,71,"Life and Times (1881)",0.535211267605634
"1124","story",0,71,"My Bondage (1855)",0.323943661971831
"1125","story",0,71,"Narrative Life (1845)",0.028169014084507
"1126","book",0,70,"Life and Times (1881)",0.314285714285714
"1127","book",0,70,"My Bondage (1855)",0.371428571428571
"1128","book",0,70,"Narrative Life (1845)",0.142857142857143
"1129","colonel",0,70,"Life and Times (1881)",0.242857142857143
"1130","colonel",0,70,"My Bondage (1855)",0.142857142857143
"1131","colonel",0,70,"Narrative Life (1845)",0.614285714285714
"1132","committed",0,70,"Life and Times (1881)",0.485714285714286
"1133","committed",0,70,"My Bondage (1855)",0.414285714285714
"1134","committed",0,70,"Narrative Life (1845)",0.1
"1135","door",0,70,"Life and Times (1881)",0.414285714285714
"1136","door",0,70,"My Bondage (1855)",0.371428571428571
"1137","door",0,70,"Narrative Life (1845)",0.214285714285714
"1138","expected",0,70,"Life and Times (1881)",0.457142857142857
"1139","expected",0,70,"My Bondage (1855)",0.328571428571429
"1140","expected",0,70,"Narrative Life (1845)",0.1
"1141","fugitive",0,70,"Life and Times (1881)",0.471428571428571
"1142","fugitive",0,70,"My Bondage (1855)",0.385714285714286
"1143","fugitive",0,70,"Narrative Life (1845)",0.142857142857143
"1144","influence",0,70,"Life and Times (1881)",0.585714285714286
"1145","influence",0,70,"My Bondage (1855)",0.314285714285714
"1146","influence",0,70,"Narrative Life (1845)",0.1
"1147","noble",0,70,"Life and Times (1881)",0.528571428571429
"1148","noble",0,70,"My Bondage (1855)",0.257142857142857
"1149","noble",0,70,"Narrative Life (1845)",0.157142857142857
"1150","office",0,70,"Life and Times (1881)",0.714285714285714
"1151","office",0,70,"My Bondage (1855)",0.185714285714286
"1152","office",0,70,"Narrative Life (1845)",0.1
"1153","opinion",0,70,"Life and Times (1881)",0.471428571428571
"1154","opinion",0,70,"My Bondage (1855)",0.442857142857143
"1155","opinion",0,70,"Narrative Life (1845)",0.0857142857142857
"1156","position",0,70,"Life and Times (1881)",0.585714285714286
"1157","position",0,70,"My Bondage (1855)",0.357142857142857
"1158","position",0,70,"Narrative Life (1845)",0
"1159","sandy",0,70,"Life and Times (1881)",0.342857142857143
"1160","sandy",0,70,"My Bondage (1855)",0.485714285714286
"1161","sandy",0,70,"Narrative Life (1845)",0.114285714285714
"1162","answer",0,69,"Life and Times (1881)",0.318840579710145
"1163","answer",0,69,"My Bondage (1855)",0.260869565217391
"1164","answer",0,69,"Narrative Life (1845)",0.072463768115942
"1165","business",0,69,"Life and Times (1881)",0.478260869565217
"1166","business",0,69,"My Bondage (1855)",0.333333333333333
"1167","business",0,69,"Narrative Life (1845)",0.072463768115942
"1168","captain",0,69,"Life and Times (1881)",0.623188405797101
"1169","captain",0,69,"My Bondage (1855)",0.0579710144927536
"1170","captain",0,69,"Narrative Life (1845)",0.0869565217391304
"1171","giving",0,69,"Life and Times (1881)",0.536231884057971
"1172","giving",0,69,"My Bondage (1855)",0.318840579710145
"1173","giving",0,69,"Narrative Life (1845)",0.0869565217391304
"1174","running",0,69,"Life and Times (1881)",0.463768115942029
"1175","running",0,69,"My Bondage (1855)",0.405797101449275
"1176","running",0,69,"Narrative Life (1845)",0.072463768115942
"1177","abolition",0,68,"Life and Times (1881)",0.720588235294118
"1178","abolition",0,68,"My Bondage (1855)",0.264705882352941
"1179","abolition",0,68,"Narrative Life (1845)",0.0147058823529412
"1180","abroad",0,68,"Life and Times (1881)",0.558823529411765
"1181","abroad",0,68,"My Bondage (1855)",0.323529411764706
"1182","abroad",0,68,"Narrative Life (1845)",0
"1183","america",0,68,"Life and Times (1881)",0.323529411764706
"1184","america",0,68,"My Bondage (1855)",0.426470588235294
"1185","america",0,68,"Narrative Life (1845)",-0.0441176470588235
"1186","became",0,68,"Life and Times (1881)",0.941176470588235
"1187","became",0,68,"My Bondage (1855)",-0.0294117647058824
"1188","became",0,68,"Narrative Life (1845)",-0.0294117647058824
"1189","form",0,68,"Life and Times (1881)",0.294117647058824
"1190","form",0,68,"My Bondage (1855)",0.264705882352941
"1191","form",0,68,"Narrative Life (1845)",0.0294117647058824
"1192","making",0,68,"Life and Times (1881)",0.911764705882353
"1193","making",0,68,"My Bondage (1855)",-0.0441176470588235
"1194","making",0,68,"Narrative Life (1845)",-0.0441176470588235
"1195","sort",0,68,"Life and Times (1881)",0.441176470588235
"1196","sort",0,68,"My Bondage (1855)",0.441176470588235
"1197","sort",0,68,"Narrative Life (1845)",0.117647058823529
"1198","year",0,68,"Life and Times (1881)",0.970588235294118
"1199","year",0,68,"My Bondage (1855)",-0.0147058823529412
"1200","year",0,68,"Narrative Life (1845)",-0.0147058823529412
"1201","attempt",0,67,"Life and Times (1881)",0.537313432835821
"1202","attempt",0,67,"My Bondage (1855)",0.358208955223881
"1203","attempt",0,67,"Narrative Life (1845)",0.104477611940299
"1204","board",0,67,"Life and Times (1881)",0.343283582089552
"1205","board",0,67,"My Bondage (1855)",0.238805970149254
"1206","board",0,67,"Narrative Life (1845)",0
"1207","capt",0,67,"Life and Times (1881)",0.582089552238806
"1208","capt",0,67,"My Bondage (1855)",0.417910447761194
"1209","capt",0,67,"Narrative Life (1845)",0
"1210","garrison",0,67,"Life and Times (1881)",0.597014925373134
"1211","garrison",0,67,"My Bondage (1855)",0.373134328358209
"1212","garrison",0,67,"Narrative Life (1845)",0.0298507462686567
"1213","horses",0,67,"Life and Times (1881)",0.373134328358209
"1214","horses",0,67,"My Bondage (1855)",0.402985074626866
"1215","horses",0,67,"Narrative Life (1845)",0.164179104477612
"1216","plan",0,67,"Life and Times (1881)",0.626865671641791
"1217","plan",0,67,"My Bondage (1855)",0.26865671641791
"1218","plan",0,67,"Narrative Life (1845)",0.104477611940299
"1219","sight",0,67,"Life and Times (1881)",0.313432835820896
"1220","sight",0,67,"My Bondage (1855)",0.26865671641791
"1221","sight",0,67,"Narrative Life (1845)",0
"1222","trouble",0,67,"Life and Times (1881)",0.492537313432836
"1223","trouble",0,67,"My Bondage (1855)",0.373134328358209
"1224","trouble",0,67,"Narrative Life (1845)",0.0746268656716418
"1225","age",0,66,"Life and Times (1881)",0.333333333333333
"1226","age",0,66,"My Bondage (1855)",0.318181818181818
"1227","age",0,66,"Narrative Life (1845)",0.166666666666667
"1228","conduct",0,66,"Life and Times (1881)",0.439393939393939
"1229","conduct",0,66,"My Bondage (1855)",0.46969696969697
"1230","conduct",0,66,"Narrative Life (1845)",0.0909090909090909
"1231","greatly",0,66,"Life and Times (1881)",0.545454545454545
"1232","greatly",0,66,"My Bondage (1855)",0.393939393939394
"1233","greatly",0,66,"Narrative Life (1845)",0.0606060606060606
"1234","son",0,66,"Life and Times (1881)",0.439393939393939
"1235","son",0,66,"My Bondage (1855)",0.333333333333333
"1236","son",0,66,"Narrative Life (1845)",0.106060606060606
"1237","taking",0,66,"Life and Times (1881)",0.439393939393939
"1238","taking",0,66,"My Bondage (1855)",0.318181818181818
"1239","taking",0,66,"Narrative Life (1845)",0.121212121212121
"1240","thing",0,66,"Life and Times (1881)",0.93939393939394
"1241","thing",0,66,"My Bondage (1855)",-0.0303030303030303
"1242","thing",0,66,"Narrative Life (1845)",-0.0303030303030303
"1243","become",0,65,"Life and Times (1881)",0.969230769230769
"1244","become",0,65,"My Bondage (1855)",-0.0153846153846154
"1245","become",0,65,"Narrative Life (1845)",-0.0153846153846154
"1246","case",0,65,"Life and Times (1881)",0.969230769230769
"1247","case",0,65,"My Bondage (1855)",-0.0153846153846154
"1248","case",0,65,"Narrative Life (1845)",-0.0153846153846154
"1249","direction",0,65,"Life and Times (1881)",0.461538461538462
"1250","direction",0,65,"My Bondage (1855)",0.384615384615385
"1251","direction",0,65,"Narrative Life (1845)",0.0923076923076923
"1252","grand",0,65,"Life and Times (1881)",0.4
"1253","grand",0,65,"My Bondage (1855)",0.215384615384615
"1254","grand",0,65,"Narrative Life (1845)",-0.107692307692308
"1255","marked",0,65,"Life and Times (1881)",0.430769230769231
"1256","marked",0,65,"My Bondage (1855)",0.307692307692308
"1257","marked",0,65,"Narrative Life (1845)",0.138461538461538
"1258","pass",0,65,"Life and Times (1881)",0.4
"1259","pass",0,65,"My Bondage (1855)",0.384615384615385
"1260","pass",0,65,"Narrative Life (1845)",0.153846153846154
"1261","rest",0,65,"Life and Times (1881)",0.569230769230769
"1262","rest",0,65,"My Bondage (1855)",0.292307692307692
"1263","rest",0,65,"Narrative Life (1845)",0.0769230769230769
"1264","act",0,64,"Life and Times (1881)",0.5625
"1265","act",0,64,"My Bondage (1855)",0.328125
"1266","act",0,64,"Narrative Life (1845)",0.109375
"1267","future",0,64,"Life and Times (1881)",0.640625
"1268","future",0,64,"My Bondage (1855)",0.28125
"1269","future",0,64,"Narrative Life (1845)",0.078125
"1270","street",0,64,"Life and Times (1881)",0.421875
"1271","street",0,64,"My Bondage (1855)",0.265625
"1272","street",0,64,"Narrative Life (1845)",0.0625
"1273","advantage",0,63,"Life and Times (1881)",0.507936507936508
"1274","advantage",0,63,"My Bondage (1855)",0.365079365079365
"1275","advantage",0,63,"Narrative Life (1845)",0.0634920634920635
"1276","ago",0,63,"Life and Times (1881)",0.333333333333333
"1277","ago",0,63,"My Bondage (1855)",0.142857142857143
"1278","ago",0,63,"Narrative Life (1845)",-0.111111111111111
"1279","course",0,63,"Life and Times (1881)",1
"1280","course",0,63,"My Bondage (1855)",0
"1281","course",0,63,"Narrative Life (1845)",0
"1282","eye",0,63,"Life and Times (1881)",0.285714285714286
"1283","eye",0,63,"My Bondage (1855)",0.365079365079365
"1284","eye",0,63,"Narrative Life (1845)",0.158730158730159
"1285","favor",0,63,"Life and Times (1881)",0.492063492063492
"1286","favor",0,63,"My Bondage (1855)",0.301587301587302
"1287","favor",0,63,"Narrative Life (1845)",0.0793650793650794
"1288","kitchen",0,63,"Life and Times (1881)",0.428571428571429
"1289","kitchen",0,63,"My Bondage (1855)",0.507936507936508
"1290","kitchen",0,63,"Narrative Life (1845)",0.0634920634920635
"1291","regarded",0,63,"Life and Times (1881)",0.476190476190476
"1292","regarded",0,63,"My Bondage (1855)",0.317460317460317
"1293","regarded",0,63,"Narrative Life (1845)",0.206349206349206
"1294","soldiers",0,63,"Life and Times (1881)",0.936507936507937
"1295","soldiers",0,63,"My Bondage (1855)",0.0158730158730159
"1296","soldiers",0,63,"Narrative Life (1845)",-0.0158730158730159
"1297","wild",0,63,"Life and Times (1881)",0.349206349206349
"1298","wild",0,63,"My Bondage (1855)",0.396825396825397
"1299","wild",0,63,"Narrative Life (1845)",0.0634920634920635
"1300","written",0,63,"Life and Times (1881)",0.46031746031746
"1301","written",0,63,"My Bondage (1855)",0.317460317460317
"1302","written",0,63,"Narrative Life (1845)",0.0317460317460317
"1303","account",0,62,"Life and Times (1881)",0.467741935483871
"1304","account",0,62,"My Bondage (1855)",0.435483870967742
"1305","account",0,62,"Narrative Life (1845)",0.032258064516129
"1306","asked",0,62,"Life and Times (1881)",0.967741935483871
"1307","asked",0,62,"My Bondage (1855)",-0.0161290322580645
"1308","asked",0,62,"Narrative Life (1845)",-0.0161290322580645
"1309","attention",0,62,"Life and Times (1881)",0.483870967741935
"1310","attention",0,62,"My Bondage (1855)",0.209677419354839
"1311","attention",0,62,"Narrative Life (1845)",-0.0161290322580645
"1312","forward",0,62,"Life and Times (1881)",0.435483870967742
"1313","forward",0,62,"My Bondage (1855)",0.419354838709677
"1314","forward",0,62,"Narrative Life (1845)",0.145161290322581
"1315","rule",0,62,"Life and Times (1881)",0.548387096774194
"1316","rule",0,62,"My Bondage (1855)",0.403225806451613
"1317","rule",0,62,"Narrative Life (1845)",0.0483870967741935
"1318","standing",0,62,"Life and Times (1881)",0.5
"1319","standing",0,62,"My Bondage (1855)",0.338709677419355
"1320","standing",0,62,"Narrative Life (1845)",0.032258064516129
"1321","wrong",0,62,"Life and Times (1881)",0.451612903225806
"1322","wrong",0,62,"My Bondage (1855)",0.467741935483871
"1323","wrong",0,62,"Narrative Life (1845)",0.0806451612903226
"1324","bay",0,61,"Life and Times (1881)",0.229508196721311
"1325","bay",0,61,"My Bondage (1855)",0.344262295081967
"1326","bay",0,61,"Narrative Life (1845)",0.163934426229508
"1327","beautiful",0,61,"Life and Times (1881)",0.344262295081967
"1328","beautiful",0,61,"My Bondage (1855)",0.131147540983607
"1329","beautiful",0,61,"Narrative Life (1845)",-0.0655737704918033
"1330","crime",0,61,"Life and Times (1881)",0.475409836065574
"1331","crime",0,61,"My Bondage (1855)",0.360655737704918
"1332","crime",0,61,"Narrative Life (1845)",0.0983606557377049
"1333","longer",0,61,"Life and Times (1881)",0.934426229508197
"1334","longer",0,61,"My Bondage (1855)",-0.0327868852459016
"1335","longer",0,61,"Narrative Life (1845)",-0.0327868852459016
"1336","papers",0,61,"Life and Times (1881)",0.639344262295082
"1337","papers",0,61,"My Bondage (1855)",0.344262295081967
"1338","papers",0,61,"Narrative Life (1845)",0.0163934426229508
"1339","pleased",0,61,"Life and Times (1881)",0.442622950819672
"1340","pleased",0,61,"My Bondage (1855)",0.295081967213115
"1341","pleased",0,61,"Narrative Life (1845)",0.0655737704918033
"1342","treatment",0,61,"Life and Times (1881)",0.491803278688525
"1343","treatment",0,61,"My Bondage (1855)",0.40983606557377
"1344","treatment",0,61,"Narrative Life (1845)",0.0983606557377049
"1345","visit",0,61,"Life and Times (1881)",0.639344262295082
"1346","visit",0,61,"My Bondage (1855)",0.163934426229508
"1347","visit",0,61,"Narrative Life (1845)",0
"1348","washington",0,61,"Life and Times (1881)",0.885245901639344
"1349","washington",0,61,"My Bondage (1855)",0.0655737704918033
"1350","washington",0,61,"Narrative Life (1845)",0.0491803278688525
"1351","wished",0,61,"Life and Times (1881)",0.60655737704918
"1352","wished",0,61,"My Bondage (1855)",0.245901639344262
"1353","wished",0,61,"Narrative Life (1845)",0.147540983606557
"1354","also",0,60,"Life and Times (1881)",0.733333333333333
"1355","also",0,60,"My Bondage (1855)",-0.133333333333333
"1356","also",0,60,"Narrative Life (1845)",-0.133333333333333
"1357","bread",0,60,"Life and Times (1881)",0.316666666666667
"1358","bread",0,60,"My Bondage (1855)",0.516666666666667
"1359","bread",0,60,"Narrative Life (1845)",0.1
"1360","edward",0,60,"Life and Times (1881)",0.483333333333333
"1361","edward",0,60,"My Bondage (1855)",0.416666666666667
"1362","edward",0,60,"Narrative Life (1845)",0.1
"1363","force",0,60,"Life and Times (1881)",0.683333333333333
"1364","force",0,60,"My Bondage (1855)",0.233333333333333
"1365","force",0,60,"Narrative Life (1845)",0.0833333333333333
"1366","high",0,60,"Life and Times (1881)",0.933333333333333
"1367","high",0,60,"My Bondage (1855)",-0.0333333333333333
"1368","high",0,60,"Narrative Life (1845)",-0.0333333333333333
"1369","interest",0,60,"Life and Times (1881)",0.6
"1370","interest",0,60,"My Bondage (1855)",-0.2
"1371","interest",0,60,"Narrative Life (1845)",-0.2
"1372","look",0,60,"Life and Times (1881)",0.8
"1373","look",0,60,"My Bondage (1855)",-0.1
"1374","look",0,60,"Narrative Life (1845)",-0.1
"1375","massachusetts",0,60,"Life and Times (1881)",0.55
"1376","massachusetts",0,60,"My Bondage (1855)",0.25
"1377","massachusetts",0,60,"Narrative Life (1845)",0.133333333333333
"1378","privilege",0,60,"Life and Times (1881)",0.383333333333333
"1379","privilege",0,60,"My Bondage (1855)",0.416666666666667
"1380","privilege",0,60,"Narrative Life (1845)",0.133333333333333
"1381","remained",0,60,"Life and Times (1881)",0.433333333333333
"1382","remained",0,60,"My Bondage (1855)",0.416666666666667
"1383","remained",0,60,"Narrative Life (1845)",0.15
"1384","step",0,60,"Life and Times (1881)",0.6
"1385","step",0,60,"My Bondage (1855)",0.316666666666667
"1386","step",0,60,"Narrative Life (1845)",0.0833333333333333
"1387","wisdom",0,60,"Life and Times (1881)",0.616666666666667
"1388","wisdom",0,60,"My Bondage (1855)",0.383333333333333
"1389","wisdom",0,60,"Narrative Life (1845)",0
"1390","bitter",0,59,"Life and Times (1881)",0.491525423728814
"1391","bitter",0,59,"My Bondage (1855)",0.440677966101695
"1392","bitter",0,59,"Narrative Life (1845)",0.0677966101694915
"1393","covey’s",0,59,"Life and Times (1881)",0.35593220338983
"1394","covey’s",0,59,"My Bondage (1855)",0.508474576271186
"1395","covey’s",0,59,"Narrative Life (1845)",0.135593220338983
"1396","led",0,59,"Life and Times (1881)",0.406779661016949
"1397","led",0,59,"My Bondage (1855)",0.440677966101695
"1398","led",0,59,"Narrative Life (1845)",0.0169491525423729
"1399","lucretia",0,59,"Life and Times (1881)",0.457627118644068
"1400","lucretia",0,59,"My Bondage (1855)",0.406779661016949
"1401","lucretia",0,59,"Narrative Life (1845)",0.135593220338983
"1402","road",0,59,"Life and Times (1881)",0.288135593220339
"1403","road",0,59,"My Bondage (1855)",0.186440677966102
"1404","road",0,59,"Narrative Life (1845)",-0.0847457627118644
"1405","scene",0,59,"Life and Times (1881)",0.457627118644068
"1406","scene",0,59,"My Bondage (1855)",0.338983050847458
"1407","scene",0,59,"Narrative Life (1845)",-0.0677966101694915
"1408","sea",0,59,"Life and Times (1881)",-0.0847457627118644
"1409","sea",0,59,"My Bondage (1855)",-0.254237288135593
"1410","sea",0,59,"Narrative Life (1845)",-0.423728813559322
"1411","sought",0,59,"Life and Times (1881)",0.64406779661017
"1412","sought",0,59,"My Bondage (1855)",0.271186440677966
"1413","sought",0,59,"Narrative Life (1845)",0.0847457627118644
"1414","toward",0,59,"Life and Times (1881)",0.932203389830508
"1415","toward",0,59,"My Bondage (1855)",-0.0338983050847458
"1416","toward",0,59,"Narrative Life (1845)",-0.0338983050847458
"1417","town",0,59,"Life and Times (1881)",0.372881355932203
"1418","town",0,59,"My Bondage (1855)",0.0677966101694915
"1419","town",0,59,"Narrative Life (1845)",-0.0508474576271186
"1420","yard",0,59,"Life and Times (1881)",0.152542372881356
"1421","yard",0,59,"My Bondage (1855)",0.627118644067797
"1422","yard",0,59,"Narrative Life (1845)",0.220338983050847
"1423","abraham",0,58,"Life and Times (1881)",0.896551724137931
"1424","abraham",0,58,"My Bondage (1855)",-0.0517241379310345
"1425","abraham",0,58,"Narrative Life (1845)",-0.0517241379310345
"1426","address",0,58,"Life and Times (1881)",0.5
"1427","address",0,58,"My Bondage (1855)",0.172413793103448
"1428","address",0,58,"Narrative Life (1845)",-0.0862068965517241
"1429","bear",0,58,"Life and Times (1881)",0.379310344827586
"1430","bear",0,58,"My Bondage (1855)",0.275862068965517
"1431","bear",0,58,"Narrative Life (1845)",0.137931034482759
"1432","find",0,58,"Life and Times (1881)",0.827586206896552
"1433","find",0,58,"My Bondage (1855)",-0.0862068965517241
"1434","find",0,58,"Narrative Life (1845)",-0.0862068965517241
"1435","forever",0,58,"Life and Times (1881)",0.431034482758621
"1436","forever",0,58,"My Bondage (1855)",0.396551724137931
"1437","forever",0,58,"Narrative Life (1845)",0.172413793103448
"1438","impossible",0,58,"Life and Times (1881)",0.5
"1439","impossible",0,58,"My Bondage (1855)",0.362068965517241
"1440","impossible",0,58,"Narrative Life (1845)",0.0689655172413793
"1441","keep",0,58,"Life and Times (1881)",0.931034482758621
"1442","keep",0,58,"My Bondage (1855)",-0.0344827586206897
"1443","keep",0,58,"Narrative Life (1845)",-0.0344827586206897
"1444","northern",0,58,"Life and Times (1881)",0.482758620689655
"1445","northern",0,58,"My Bondage (1855)",0.448275862068966
"1446","northern",0,58,"Narrative Life (1845)",0.0689655172413793
"1447","opportunity",0,58,"Life and Times (1881)",0.53448275862069
"1448","opportunity",0,58,"My Bondage (1855)",0.327586206896552
"1449","opportunity",0,58,"Narrative Life (1845)",0.137931034482759
"1450","speaking",0,58,"Life and Times (1881)",0.551724137931034
"1451","speaking",0,58,"My Bondage (1855)",0.310344827586207
"1452","speaking",0,58,"Narrative Life (1845)",0.0689655172413793
"1453","success",0,58,"Life and Times (1881)",0.637931034482759
"1454","success",0,58,"My Bondage (1855)",0.224137931034483
"1455","success",0,58,"Narrative Life (1845)",0.137931034482759
"1456","appearance",0,57,"Life and Times (1881)",0.385964912280702
"1457","appearance",0,57,"My Bondage (1855)",0.333333333333333
"1458","appearance",0,57,"Narrative Life (1845)",0.0701754385964912
"1459","arms",0,57,"Life and Times (1881)",0.649122807017544
"1460","arms",0,57,"My Bondage (1855)",0.245614035087719
"1461","arms",0,57,"Narrative Life (1845)",0.0350877192982456
"1462","boston",0,57,"Life and Times (1881)",0.578947368421053
"1463","boston",0,57,"My Bondage (1855)",0.368421052631579
"1464","boston",0,57,"Narrative Life (1845)",0.0526315789473684
"1465","considered",0,57,"Life and Times (1881)",0.473684210526316
"1466","considered",0,57,"My Bondage (1855)",0.350877192982456
"1467","considered",0,57,"Narrative Life (1845)",0.175438596491228
"1468","guilty",0,57,"Life and Times (1881)",0.31578947368421
"1469","guilty",0,57,"My Bondage (1855)",0.56140350877193
"1470","guilty",0,57,"Narrative Life (1845)",0.12280701754386
"1471","honor",0,57,"Life and Times (1881)",0.701754385964912
"1472","honor",0,57,"My Bondage (1855)",0.140350877192982
"1473","honor",0,57,"Narrative Life (1845)",0.087719298245614
"1474","ignorance",0,57,"Life and Times (1881)",0.508771929824561
"1475","ignorance",0,57,"My Bondage (1855)",0.403508771929825
"1476","ignorance",0,57,"Narrative Life (1845)",0.0175438596491228
"1477","open",0,57,"Life and Times (1881)",0.964912280701754
"1478","open",0,57,"My Bondage (1855)",-0.0175438596491228
"1479","open",0,57,"Narrative Life (1845)",-0.0175438596491228
"1480","pride",0,57,"Life and Times (1881)",0.456140350877193
"1481","pride",0,57,"My Bondage (1855)",0.263157894736842
"1482","pride",0,57,"Narrative Life (1845)",-0.0701754385964912
"1483","protection",0,57,"Life and Times (1881)",0.68421052631579
"1484","protection",0,57,"My Bondage (1855)",0.228070175438596
"1485","protection",0,57,"Narrative Life (1845)",0.087719298245614
"1486","relation",0,57,"Life and Times (1881)",0.421052631578947
"1487","relation",0,57,"My Bondage (1855)",0.508771929824561
"1488","relation",0,57,"Narrative Life (1845)",0.0701754385964912
"1489","service",0,57,"Life and Times (1881)",0.578947368421053
"1490","service",0,57,"My Bondage (1855)",0.31578947368421
"1491","service",0,57,"Narrative Life (1845)",0.0350877192982456
"1492","sold",0,57,"Life and Times (1881)",0.31578947368421
"1493","sold",0,57,"My Bondage (1855)",0.403508771929825
"1494","sold",0,57,"Narrative Life (1845)",0.140350877192982
"1495","terrible",0,57,"Life and Times (1881)",0.56140350877193
"1496","terrible",0,57,"My Bondage (1855)",0.31578947368421
"1497","terrible",0,57,"Narrative Life (1845)",0.12280701754386
"1498","twenty",0,57,"Life and Times (1881)",0.192982456140351
"1499","twenty",0,57,"My Bondage (1855)",0.368421052631579
"1500","twenty",0,57,"Narrative Life (1845)",0.087719298245614
"1501","christian",0,56,"Life and Times (1881)",0.321428571428571
"1502","christian",0,56,"My Bondage (1855)",0.303571428571429
"1503","christian",0,56,"Narrative Life (1845)",-0.0535714285714286
"1504","especially",0,56,"Life and Times (1881)",0.928571428571429
"1505","especially",0,56,"My Bondage (1855)",-0.0357142857142857
"1506","especially",0,56,"Narrative Life (1845)",-0.0357142857142857
"1507","fine",0,56,"Life and Times (1881)",0.160714285714286
"1508","fine",0,56,"My Bondage (1855)",0.0892857142857143
"1509","fine",0,56,"Narrative Life (1845)",-0.178571428571429
"1510","letter",0,56,"Life and Times (1881)",0.464285714285714
"1511","letter",0,56,"My Bondage (1855)",0.267857142857143
"1512","letter",0,56,"Narrative Life (1845)",0.0535714285714286
"1513","lost",0,56,"Life and Times (1881)",0.589285714285714
"1514","lost",0,56,"My Bondage (1855)",0.339285714285714
"1515","lost",0,56,"Narrative Life (1845)",0.0714285714285714
"1516","paid",0,56,"Life and Times (1881)",0.571428571428571
